rank,gender,gender_dist_raw_html,forename_URL,name,incidence,frequency,Definition,approximate_usage,most_prevalent,highest_density,world_most_common_rank
612,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nelson,Nelson,"51,188","1:3,469","Its use as a baptismal name dates from 1798-1805, the period of the great English admiral’s victories; especially in Norfolk, whence he hailed. ‘More Nelsons are derived from Neil... than from Nell,’ Weekley, Romance of Names; ‘probably from Cornelleson, a Dutch variant of Cornelius’ (Swan) may also be true of some.","2,067,341",Brazil,Guinea-Bissau,301st 
613,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ronke,Ronke,"51,067","1:3,477",,"52,254",Nigeria,Nigeria,"17,814th "
614,51%,"<div class=""m"" style=""width:51px;"">51%</div>",https://forebears.io/forenames/bolaji,Bolaji,"50,970","1:3,484",,"52,707",Nigeria,Nigeria,"17,701st "
615,54%,"<div class=""m"" style=""width:54px;"">54%</div>",https://forebears.io/forenames/shola,Shola,"50,889","1:3,489",,"57,304",Nigeria,Nigeria,"16,451st "
616,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sakirat,Sakirat,"50,769","1:3,497",,"50,828",Nigeria,Nigeria,"18,263rd "
617,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/margret,Margret,"50,719","1:3,501",,"651,733",Uganda,Uganda,"1,503rd "
618,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tijani,Tijani,"50,714","1:3,501",,"62,468",Nigeria,Tunisia,"15,341st "
619, ,"<div class=""m"" style=""width:39px;"">&nbsp;</div>",https://forebears.io/forenames/olamide,Olamide,"50,653","1:3,506","
Olamide is a Yoruba name, which means 'my wealth has arrived'.
","53,279",Nigeria,Nigeria,"17,526th "
620,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/love,Love,"50,595","1:3,510",,"120,023",Nigeria,Congo,"8,600th "
621, ,"<div class=""m"" style=""width:1px;"">&nbsp;</div>",https://forebears.io/forenames/umma,Umma,"50,467","1:3,518",,"172,991",Bangladesh,Bangladesh,"6,076th "
622,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/luka,Luka,"50,398","1:3,523","Luka is a given name of the Bemba tribe, meaning: luke (Biblical).","216,510",Nigeria,Slovenia,"4,836th "
623,66%,"<div class=""m"" style=""width:66px;"">66%</div>",https://forebears.io/forenames/chibuzo,Chibuzo,"50,387","1:3,524",,"50,754",Nigeria,Nigeria,"18,280th "
624,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/celestine,Celestine,"50,302","1:3,530",Latin (feminine) - Heavenly-minded.,"331,782",DR Congo,Benin,"3,147th "
625,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/hashimu,Hashimu,"50,204","1:3,537",,"72,035",Nigeria,Tanzania,"13,553rd "
626,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mamuda,Mamuda,"50,113","1:3,543",,"56,775",Nigeria,Nigeria,"16,589th "
627,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hannatu,Hannatu,"50,007","1:3,551",,"50,462",Nigeria,Nigeria,"18,372nd "
628,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mike,Mike,"49,827","1:3,564","Which, however, is less aristocratic.","1,069,247",United States,Pitcairn Islands,812th 
629,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/muntari,Muntari,"49,760","1:3,568",,"54,128",Nigeria,Nigeria,"17,269th "
630, ,"<div class=""m"" style=""width:30px;"">&nbsp;</div>",https://forebears.io/forenames/odunayo,Odunayo,"49,679","1:3,574",,"49,979",Nigeria,Nigeria,"18,498th "
631, ,"<div class=""m"" style=""width:20px;"">&nbsp;</div>",https://forebears.io/forenames/busayo,Busayo,"49,645","1:3,577",,"49,903",Nigeria,Nigeria,"18,519th "
632,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulrahaman,Abdulrahaman,"49,617","1:3,579",,"54,447",Nigeria,Nigeria,"17,189th "
633,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rukaiya,Rukaiya,"49,593","1:3,580",,"88,957",Nigeria,Nigeria,"11,297th "
634,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/susan,Susan,"49,413","1:3,593","A female name. Hebrew Shushannah ‘lily', the name of the heroine of the apocryphal Book of Susannah and the Elders. The name is found occasionally in the 13th C, but did not become common until the 17th C, when it often appears as Susanney and Shusan, Shusanna.","3,767,287",United States,Palau,107th 
635,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rafiu,Rafiu,"49,386","1:3,595",,"51,621",Nigeria,Nigeria,"18,003rd "
636,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/philomina,Philomina,"49,375","1:3,596",,"99,032",Nigeria,Ghana,"10,284th "
637,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/ummar,Ummar,"49,363","1:3,597",,"80,891",Nigeria,Nigeria,"12,235th "
638,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/halilu,Halilu,"49,269","1:3,604",,"49,593",Nigeria,Nigeria,"18,625th "
639,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hindatu,Hindatu,"49,117","1:3,615",,"49,133",Nigeria,Nigeria,"18,778th "
640,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/arit,Arit,"48,845","1:3,635",,"50,925",Nigeria,Nigeria,"18,227th "
641,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ishaku,Ishaku,"48,783","1:3,640",,"48,969",Nigeria,Nigeria,"18,844th "
642,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/halimat,Halimat,"48,696","1:3,646",,"49,767",Nigeria,Nigeria,"18,567th "
643,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nancy,Nancy,"48,562","1:3,656","A typically English metathesis of Anne, perhaps influenced by the Italian Nanna, a diminutive of Anne, and German Anncheny likewise a diminutive (of Anne). ‘A gipsy name,’ remarks Charles Williams in his Tarot novel, The Greater Trumps, 1932.","3,452,918",United States,Puerto Rico,123rd 
644,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/affiong,Affiong,"48,469","1:3,663",,"48,608",Nigeria,Nigeria,"18,969th "
645,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/naziru,Naziru,"48,462","1:3,664",,"51,145",Nigeria,Nigeria,"18,162nd "
646,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sodiq,Sodiq,"48,457","1:3,664",,"54,623",Nigeria,Nigeria,"17,144th "
647,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/serah,Serah,"48,438","1:3,666","Se'-rah, lady of scent, song, the morning. The sister of the sons of Asher. Gen. xlvi. 17.","105,761",Nigeria,Solomon Islands,"9,693rd "
648,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/serifat,Serifat,"48,430","1:3,666",,"48,542",Nigeria,Nigeria,"18,994th "
649,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tony,Tony,"48,428","1:3,667","The pet-form of Antony, q. v. (As a slangy adjective, it replaces ‘smart’ or ‘fashionable’—but is here from bon ton, ‘fashion.’)","1,285,024",United States,Niue,620th 
650,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulazeez,Abdulazeez,"48,423","1:3,667",,"49,328",Nigeria,Nigeria,"18,713th "
651,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jerry,Jerry,"48,312","1:3,675","Diminutive of Gerald, Gerard or Jeremy (qq.v.).","1,463,300",United States,Liberia,509th 
652,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rufai,Rufai,"48,234","1:3,681",,"49,634",Nigeria,Nigeria,"18,613th "
653,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/zuwaira,Zuwaira,"48,229","1:3,682",,"48,244",Nigeria,Nigeria,"19,074th "
654,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dare,Dare,"48,225","1:3,682","A Greek name, meaning: Defiance.","57,817",Nigeria,Nigeria,"16,350th "
655,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/oluwasegun,Oluwasegun,"48,206","1:3,683",,"49,046",Nigeria,Nigeria,"18,809th "
656,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mansir,Mansir,"48,010","1:3,698",,"50,447",Nigeria,Nigeria,"18,375th "
657,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mojisola,Mojisola,"47,840","1:3,712",,"48,872",Nigeria,Nigeria,"18,892nd "
658,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/israel,Israel,"47,829","1:3,712","A male name. Hebrew ‘ruling with the Lord’. Jacob was called Israel after his wrestling with the Lord, and thereafter the name was applied to the whole Jewish people. It has continued to be used as a personal name among the Jews, but seems not to have been used by Christians until the Reformation.","753,058",Mexico,Puerto Rico,"1,257th "
659,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/donatus,Donatus,"47,773","1:3,717","A male name. Latin ‘given’. The name of several martyrs as well as of the famous schismatic. Donatus may have been used in Britain before the AS period— the Welsh Dynawd has been derived from it, and Donat is found in Ireland. In the Middle Ages it is found from time to time, both m.","73,007",Nigeria,Nigeria,"13,396th "
660, ,"<div class=""m"" style=""width:42px;"">&nbsp;</div>",https://forebears.io/forenames/sa,Sa,"47,650","1:3,726",,"279,575",India,Cambodia,"3,761st "
661,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ramota,Ramota,"47,511","1:3,737",,"47,931",Nigeria,Nigeria,"19,171st "
662, ,"<div class=""m"" style=""width:1px;"">&nbsp;</div>",https://forebears.io/forenames/ummi,Ummi,"47,485","1:3,739",,"102,880",Nigeria,Brunei,"9,926th "
663,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ekaette,Ekaette,"47,339","1:3,751",,"47,458",Nigeria,Nigeria,"19,317th "
664,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/ogbonna,Ogbonna,"47,273","1:3,756",,"47,388",Nigeria,Nigeria,"19,336th "
665,88%,"<div class=""m"" style=""width:88px;"">88%</div>",https://forebears.io/forenames/udo,Udo,"47,271","1:3,756","A Latin name, meaning: Humid.","233,288",Germany,Germany,"4,501st "
666,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulmalik,Abdulmalik,"47,223","1:3,760","Abdul Malik (Arabic: عبد الملك‎) is an Arabic (Muslim or Christian) male given name and, in modern usage, surname. It is built from the Arabic words Abd, al- and Malik. The name means 'servant of the King', in the Christian instance 'King' meaning 'King of Kings' as in Jesus Christ and in Islam, Al-Malik being one of the names of God in the Qur'an, which give rise to the Muslim theophoric names.","61,514",Nigeria,Nigeria,"15,553rd "
667,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kasimu,Kasimu,"47,091","1:3,771",,"79,171",Nigeria,Tanzania,"12,484th "
668,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hellen,Hellen,"47,042","1:3,775",,"529,188",Uganda,Solomon Islands,"1,896th "
669,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/balarabe,Balarabe,"47,020","1:3,776",,"47,461",Nigeria,Nigeria,"19,315th "
670,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/saliu,Saliu,"46,965","1:3,781","The name of Saliu is of someone who is spiritually intense, has a shrewd business judgment and the desire for a position of leadership in the world of finance.","47,445",Nigeria,Nigeria,"19,320th "
671,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ifeyinwa,Ifeyinwa,"46,940","1:3,783",,"47,392",Nigeria,Nigeria,"19,333rd "
672,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/rotimi,Rotimi,"46,817","1:3,793",,"48,772",Nigeria,Nigeria,"18,927th "
673,95%,"<div class=""m"" style=""width:95px;"">95%</div>",https://forebears.io/forenames/sahabi,Sahabi,"46,738","1:3,799",,"65,108",Nigeria,Niger,"14,789th "
674, ,"<div class=""m"" style=""width:38px;"">&nbsp;</div>",https://forebears.io/forenames/yinka,Yinka,"46,685","1:3,803",,"49,531",Nigeria,Nigeria,"18,645th "
675,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/zainabu,Zainabu,"46,415","1:3,826",,"246,593",Tanzania,Tanzania,"4,273rd "
676, ,"<div class=""m"" style=""width:3px;"">&nbsp;</div>",https://forebears.io/forenames/goodness,Goodness,"46,387","1:3,828",,"76,775",Nigeria,Swaziland,"12,818th "
677,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hussaina,Hussaina,"45,833","1:3,874",,"48,612",Nigeria,Nigeria,"18,966th "
678,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/edward,Edward,"45,830","1:3,874","A male name. (Latin Edwardus, French Édouard, German Eduard, Italian Eduardo, Port Duarte); Old English Eadweard, compound of ead ‘rich’, ‘happy', and weard ‘ward’, ‘guardian’. It was the name of one of the greatest of the West Saxon kings of England, Edward the Elder, s.","2,636,584",United States,Saint Martin,204th 
679,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sunny,Sunny,"45,737","1:3,882",,"236,760",India,Kuwait,"4,424th "
680,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ishaq,Ishaq,"45,726","1:3,883","Ishak, Ishaq or Eshaq ([ /ˈɪsħɑːk/ ] ISS-hahk; Arabic: اسحاق‎ / ALA-LC: Isḥāq) is a surname and masculine given name, the Arabic form of Isaac. Ishak, or Eshak ,(Isaac) son of Abraham, and Sara in the Bible, means laughing, because Sara laughed when the angel told them that they will get a child (she was very old).","190,481",Nigeria,Oman,"5,500th "
681,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ebenezer,Ebenezer,"45,709","1:3,885","A male name. Hebrew ‘stone of help’ (the name of a stone raised by Samuel to commemorate the defeat of the Philistines, 1 Sam. vii. 2); adopted as a christian name by 17th-C Puritans, often in the form Benezer (e.g. Benazer Wilson b. 1668, s.","234,400",Ghana,Ghana,"4,471st "
682,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/omowumi,Omowumi,"45,668","1:3,888",,"45,853",Nigeria,Nigeria,"19,873rd "
683,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/williams,Williams,"45,664","1:3,888",,"166,466",Nigeria,Venezuela,"6,320th "
684,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/aminatu,Aminatu,"45,498","1:3,903",,"49,526",Nigeria,Nigeria,"18,646th "
685,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mahmud,Mahmud,"45,433","1:3,908","
It is an Arabic name, which means 'the admired', 'the prised'.
","291,522",Bangladesh,Libya,"3,598th "
686,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mujidat,Mujidat,"45,384","1:3,912",,"45,472",Nigeria,Nigeria,"20,034th "
687,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mutiu,Mutiu,"45,328","1:3,917",,"45,548",Nigeria,Nigeria,"20,004th "
688,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/motunrayo,Motunrayo,"45,291","1:3,921",,"45,644",Nigeria,Nigeria,"19,965th "
689,89%,"<div class=""m"" style=""width:89px;"">89%</div>",https://forebears.io/forenames/chukwu,Chukwu,"45,242","1:3,925",,"45,375",Nigeria,Nigeria,"20,065th "
690,89%,"<div class=""m"" style=""width:89px;"">89%</div>",https://forebears.io/forenames/akpan,Akpan,"45,058","1:3,941",,"45,325",Nigeria,Nigeria,"20,075th "
691, ,"<div class=""m"" style=""width:36px;"">&nbsp;</div>",https://forebears.io/forenames/idongesit,Idongesit,"45,006","1:3,945",,"45,147",Nigeria,Nigeria,"20,135th "
692,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mariya,Mariya,"44,923","1:3,953",,"2,286,136",Russia,Bulgaria,252nd 
